"ResponseId","study","level","competence","warm","category"
"R_2pMHF2gaOwylV2t","yemane","indonesia",50,40,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","iran",70,35,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","iraq",40,20,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","italy",80,85,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","japan",95,60,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","lebanon",50,40,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","mexico",70,55,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","morocco",65,35,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","netherlands",90,85,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","nigeria",65,40,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","norway",90,80,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","pakistan",50,35,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","philippines",60,55,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","poland",65,60,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","puertorico ",65,55,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","romania",70,60,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","russia",65,75,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","southkorea",70,45,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","spain",90,85,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","turkey",60,55,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","uganda",65,35,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","vietnam",45,40,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","1.5generation",85,55,"race and national origin"
"R_2pMHF2gaOwylV2t","yemane","2generation",85,80,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","albania",74,76,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","bulgaria",51,67,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","china",74,74,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","cuba",70,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","egypt",75,76,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","elsalvador",75,77,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","ethiopia",75,79,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","france",73,76,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","germany",75,76,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","greece",73,77,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","india",75,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","indonesia",71,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","iran",73,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","iraq",70,73,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","italy",74,73,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","japan",68,71,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","lebanon",71,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","mexico",74,76,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","morocco",73,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","netherlands",74,76,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","nigeria",68,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","norway",73,76,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","pakistan",72,74,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","philippines",71,76,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","poland",75,77,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","puertorico ",68,72,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","romania",74,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","russia",75,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","southkorea",75,77,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","spain",73,76,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","turkey",72,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","uganda",69,73,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","vietnam",75,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","1.5generation",70,75,"race and national origin"
"R_1CDBHKkFmfiZZNh","yemane","2generation",71,74,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","albania",72,55,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","bulgaria",50,45,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","china",68,21,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","cuba",45,18,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","egypt",58,46,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","elsalvador",47,29,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","ethiopia",47,37,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","france",92,70,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","germany",89,85,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","greece",63,51,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","india",56,40,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","indonesia",45,47,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","iran",53,31,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","iraq",38,20,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","italy",90,70,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","japan",86,61,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","lebanon",56,29,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","mexico",52,26,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","morocco",53,27,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","netherlands",88,81,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","nigeria",55,27,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","norway",70,64,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","pakistan",51,19,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","philippines",43,44,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","poland",75,58,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","puertorico ",56,35,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","romania",54,24,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","russia",84,30,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","southkorea",81,63,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","spain",91,78,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","turkey",50,42,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","uganda",49,26,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","vietnam",50,22,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","1.5generation",60,82,"race and national origin"
"R_Z8GlQ4Ho66JAmQx","yemane","2generation",73,61,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","albania",51,34,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","bulgaria",68,51,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","china",50,38,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","cuba",52,50,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","egypt",51,49,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","elsalvador",60,40,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","ethiopia",52,28,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","france",43,44,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","germany",52,40,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","greece",61,51,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","india",46,44,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","indonesia",49,39,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","iran",48,42,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","iraq",42,42,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","italy",49,50,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","japan",68,50,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","lebanon",50,51,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","mexico",46,47,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","morocco",60,50,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","netherlands",52,51,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","nigeria",48,37,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","norway",51,48,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","pakistan",42,34,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","philippines",49,51,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","poland",58,52,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","puertorico ",49,39,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","romania",63,53,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","russia",53,50,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","southkorea",56,55,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","spain",52,51,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","turkey",53,48,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","uganda",55,51,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","vietnam",42,55,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","1.5generation",43,42,"race and national origin"
"R_1BRHvSYeDBvrXXj","yemane","2generation",41,50,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","albania",40,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","bulgaria",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","china",45,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","cuba",40,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","egypt",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","elsalvador",30,25,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","ethiopia",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","france",40,25,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","germany",50,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","greece",50,40,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","india",40,25,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","indonesia",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","iran",40,30,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","iraq",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","italy",45,30,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","japan",50,25,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","lebanon",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","mexico",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","morocco",40,30,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","netherlands",40,30,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","nigeria",40,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","norway",40,30,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","pakistan",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","philippines",35,25,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","poland",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","puertorico ",30,26,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","romania",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","russia",25,10,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","southkorea",40,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","spain",30,30,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","turkey",40,25,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","uganda",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","vietnam",30,20,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","1.5generation",40,30,"race and national origin"
"R_1d4zBuKGS43aywZ","yemane","2generation",45,30,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","albania",54,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","bulgaria",53,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","china",76,55,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","cuba",54,55,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","egypt",54,53,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","elsalvador",52,51,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","ethiopia",50,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","france",60,53,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","germany",64,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","greece",56,54,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","india",62,56,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","indonesia",51,49,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","iran",54,54,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","iraq",53,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","italy",55,53,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","japan",65,51,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","lebanon",58,55,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","mexico",51,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","morocco",52,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","netherlands",62,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","nigeria",54,51,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","norway",58,56,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","pakistan",53,54,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","philippines",56,54,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","poland",56,53,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","puertorico ",51,49,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","romania",49,35,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","russia",50,50,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","southkorea",74,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","spain",65,53,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","turkey",53,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","uganda",57,52,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","vietnam",55,51,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","1.5generation",60,57,"race and national origin"
"R_3IXfDhwltMqxCht","yemane","2generation",62,61,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","albania",39,30,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","bulgaria",29,40,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","china",46,10,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","cuba",16,20,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","egypt",48,24,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","elsalvador",13,19,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","ethiopia",36,22,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","france",57,53,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","germany",82,29,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","greece",30,35,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","india",43,24,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","indonesia",27,30,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","iran",35,21,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","iraq",18,7,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","italy",31,40,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","japan",89,33,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","lebanon",51,15,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","mexico",15,20,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","morocco",19,26,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","netherlands",73,51,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","nigeria",7,17,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","norway",82,60,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","pakistan",18,24,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","philippines",36,27,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","poland",32,41,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","puertorico ",34,40,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","romania",27,30,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","russia",41,21,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","southkorea",81,41,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","spain",42,22,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","turkey",45,31,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","uganda",9,15,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","vietnam",42,28,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","1.5generation",45,40,"race and national origin"
"R_1CrWI26I3NPQNzE","yemane","2generation",39,39,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","albania",55,45,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","bulgaria",53,48,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","china",61,43,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","cuba",49,44,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","egypt",56,49,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","elsalvador",50,47,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","ethiopia",54,48,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","france",58,51,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","germany",61,55,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","greece",54,48,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","india",58,48,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","indonesia",56,50,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","iran",56,48,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","iraq",47,41,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","italy",58,56,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","japan",60,42,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","lebanon",52,46,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","mexico",37,39,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","morocco",57,50,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","netherlands",59,55,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","nigeria",50,45,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","norway",61,57,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","pakistan",51,46,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","philippines",55,46,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","poland",61,47,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","puertorico ",50,47,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","romania",55,48,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","russia",56,43,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","southkorea",66,42,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","spain",62,57,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","turkey",59,51,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","uganda",51,45,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","vietnam",49,44,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","1.5generation",62,57,"race and national origin"
"R_D65Z1VVtF7vqCAN","yemane","2generation",60,54,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","albania",37,51,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","bulgaria",32,32,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","china",10,18,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","cuba",60,50,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","egypt",41,44,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","elsalvador",19,19,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","ethiopia",26,27,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","france",60,50,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","germany",38,39,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","greece",41,41,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","india",21,21,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","indonesia",10,10,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","iran",8,6,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","iraq",8,7,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","italy",31,34,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","japan",42,43,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","lebanon",60,50,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","mexico",5,4,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","morocco",32,31,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","netherlands",42,43,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","nigeria",22,27,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","norway",60,50,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","pakistan",25,24,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","philippines",15,15,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","poland",60,50,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","romania",41,50,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","russia",60,50,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","southkorea",60,50,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","spain",45,46,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","turkey",23,22,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","uganda",14,13,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","vietnam",40,40,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","1.5generation",46,47,"race and national origin"
"R_bf7EhIni3KwUKPL","yemane","2generation",42,41,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","albania",70,70,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","bulgaria",60,60,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","china",30,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","cuba",25,25,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","egypt",30,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","elsalvador",30,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","ethiopia",25,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","france",85,85,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","germany",80,80,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","greece",80,80,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","india",35,35,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","indonesia",30,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","iran",30,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","iraq",25,20,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","italy",85,85,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","japan",65,65,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","lebanon",50,50,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","mexico",25,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","morocco",70,70,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","netherlands",80,80,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","nigeria",25,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","norway",80,80,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","pakistan",30,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","philippines",30,35,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","poland",70,70,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","puertorico ",30,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","romania",70,60,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","russia",70,70,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","southkorea",65,65,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","spain",85,85,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","turkey",30,30,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","uganda",35,35,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","vietnam",35,35,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","1.5generation",40,40,"race and national origin"
"R_6WfwscUytJW3qRr","yemane","2generation",70,65,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","albania",58,69,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","bulgaria",54,65,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","china",81,57,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","cuba",62,81,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","egypt",64,62,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","elsalvador",50,50,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","ethiopia",53,57,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","france",78,72,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","germany",61,56,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","greece",88,67,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","india",77,66,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","indonesia",71,62,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","iran",72,64,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","iraq",60,44,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","italy",86,52,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","japan",95,71,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","lebanon",78,38,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","mexico",77,74,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","morocco",49,58,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","netherlands",62,59,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","nigeria",74,52,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","norway",71,62,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","pakistan",56,50,"race and national origin"
"R_1pRNtHYOX8xJ9hT","yemane","philippines",52,75,"race and national origin"
